textID,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),cleaned_text,tokens
efba862a1b, I just laughed out loud on the bus reading your statement of ethics. People moved away. He he he.,neutral,night,70-100,Canada,37742154.0,9093510.0,4.0,laughed loud bus reading statement ethics people moved away,"['laughed', 'loud', 'bus', 'reading', 'statement', 'ethic', 'people', 'moved', 'away']"
d109999477, can you play I Wish by Jordan Knight,neutral,morning,0-20,Central African Republic,4829767.0,622980.0,8.0,play wish jordan knight,"['play', 'wish', 'jordan', 'knight']"
cf64d19714, Hi x Your websites soo cool i love using it  Thank you,positive,noon,21-30,Chad,16425864.0,1259200.0,13.0,webster so cool love using thank,"['website', 'soo', 'cool', 'love', 'using', 'thank']"
cc153c2a35,ordered my new shirt,neutral,night,31-45,Chile,19116201.0,743532.0,26.0,ordered new shirt,"['ordered', 'new', 'shirt']"
c5556624b0, pretty soon gonna have to unfollow myself from _words to cut the quickly growing 'habit' ... but I do love the challenge!,positive,morning,46-60,China,1439323776.0,9388211.0,153.0,pretty soon going follow word cut quickly growing habit love challenge,"['pretty', 'soon', 'going', 'unfollow', 'word', 'cut', 'quickly', 'growing', 'habit', 'love', 'challenge']"
f46d274a8b,OMggg. i just heard someone is gonna die on the new season of the secret life of the american teenager  noooo.,negative,noon,60-70,Colombia,50882891.0,1109500.0,46.0,ogg heard someone going die new season secret life american teenager noon,"['omggg', 'heard', 'someone', 'going', 'die', 'new', 'season', 'secret', 'life', 'american', 'teenager', 'noooo']"
910a250227,cant find my shoes. :/ hope its as bad as itll get 2nite.  im happy.,neutral,night,70-100,Comoros,869601.0,1861.0,467.0,find shoe hope bad get note happy,"['find', 'shoe', 'hope', 'bad', 'get', 'nite', 'happy']"
ab52225ed8,i`m getting ready for tonight (teachers dinner on the beach!) but it`s raining and i hate this!,negative,morning,0-20,Congo (Congo-Brazzaville),5518087.0,342000.0,16.0,getting ready tonight teacher dinner beach raining hate,"['getting', 'ready', 'tonight', 'teacher', 'dinner', 'beach', 'raining', 'hate']"
f40d533a23,got all A`s,neutral,noon,21-30,Costa Rica,5094118.0,51060.0,100.0,got,['got']
c336250f8f,"i know i told him i didnt want him to stay home with me but i lied, i really did want him to stay home with me",neutral,night,31-45,Croatia,4105267.0,55960.0,73.0,know told want stay home lied really want stay home,"['know', 'told', 'want', 'stay', 'home', 'lied', 'really', 'want', 'stay', 'home']"
f23c1c4255, not happy,negative,morning,46-60,Cuba,11326616.0,106440.0,106.0,happy,['happy']
896289196c,_gaba haha I think we should let the topic drop now. a quick poll would settle the matter if you don`t believe me,neutral,noon,60-70,Cyprus,1207359.0,9240.0,131.0,gave hata think let topic drop quick poll would settle matter believe,"['gaba', 'haha', 'think', 'let', 'topic', 'drop', 'quick', 'poll', 'would', 'settle', 'matter', 'believe']"
02624773ca,I wish I can see clips of your show that you hosted. Hottie Shawn in the 80`s! and yes your still a Hottie!,positive,night,70-100,Czechia (Czech Republic),10708981.0,77240.0,139.0,wish see clip show posted bottle shown yes still bottle,"['wish', 'see', 'clip', 'show', 'hosted', 'hottie', 'shawn', 'yes', 'still', 'hottie']"
31a107dbcf,But on the bright side...no school,positive,morning,0-20,Democratic Republic of the Congo,89561403.0,2267050.0,40.0,bright side school,"['bright', 'sideno', 'school']"
eabaf375f4,I must have viewed that picture of me and  from saturday morning about a milling times  x,neutral,noon,21-30,Denmark,5792202.0,42430.0,137.0,must viewed picture saturday morning filling time,"['must', 'viewed', 'picture', 'saturday', 'morning', 'milling', 'time']"
51313cb3fd,is listening & watching both my boys on Guitar Heroes,neutral,night,31-45,Djibouti,988000.0,23180.0,43.0,listening watching boy guitar hero,"['listening', 'watching', 'boy', 'guitar', 'hero']"
42ebd9099d,I have turned into a fast food ****,negative,morning,46-60,Dominica,71986.0,750.0,96.0,turned fast food,"['turned', 'fast', 'food']"
6ac3031bc9,I hate not getting e-mail`s  going to do other stuff now...ice my toe (long story) and have some calpol (cold :S) soooo night xxxx,negative,noon,60-70,Dominican Republic,10847910.0,48300.0,225.0,hate getting email going stuff notice toe long story call cold soon night xxxi,"['hate', 'getting', 'email', 'going', 'stuff', 'nowice', 'toe', 'long', 'story', 'calpol', 'cold', 'soooo', 'night', 'xxxx']"
666f836b32,_rockstar umm how bout em?..aint get 2 see da game  but i see dey survived anotha game of da series due to notin but Lebron im guessin,neutral,night,70-100,Ecuador,17643054.0,248360.0,71.0,rockstar ulm remain get see game see dey survived another game series due notion lesion guessing,"['rockstar', 'umm', 'emaint', 'get', 'see', 'game', 'see', 'dey', 'survived', 'anotha', 'game', 'series', 'due', 'notin', 'lebron', 'guessin']"
6e41749ac7,hey  i tried callin u but it wont let me,neutral,morning,0-20,Egypt,102334404.0,995450.0,103.0,hey tried calling let,"['hey', 'tried', 'callin', 'let']"
98f836e4b6,Now I am depressed after watching so you think you can dance,negative,noon,21-30,El Salvador,6486205.0,20720.0,313.0,depressed watching think dance,"['depressed', 'watching', 'think', 'dance']"
88b6d952b6,home form school...its a long weekend  most ppl would be happy but im not...im still mad and sad about him,neutral,night,31-45,Equatorial Guinea,1402985.0,28050.0,50.0,home form schools long weekend people would happy not still mad sad,"['home', 'form', 'schoolits', 'long', 'weekend', 'people', 'would', 'happy', 'notim', 'still', 'mad', 'sad']"
f6d56869b1,life should be exciting today but someone very close to me has mardy bum and its starting to rub off on me!!,neutral,morning,46-60,Eritrea,3546421.0,101000.0,35.0,life exciting today someone close mary but starting rub,"['life', 'exciting', 'today', 'someone', 'close', 'mardy', 'bum', 'starting', 'rub']"
58272bcdb4,misses Nanny.,negative,noon,60-70,Estonia,1326535.0,42390.0,31.0,miss nancy,"['miss', 'nanny']"
5ded2a1364,_Allison Catch you later Terry....,neutral,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164.0,17200.0,67.0,allison catch later merry,"['allison', 'catch', 'later', 'terry']"
6612e42b28,Kyle is Cody`s wee bro!,neutral,morning,0-20,Ethiopia,114963588.0,1000000.0,115.0,able cody wee brow,"['kyle', 'cody', 'wee', 'bro']"
c10ae302bc," Oh you understand French?  Well, maybe I exxagerated it a little bit lol but they all want at least 1/2 years of exp. :-/",neutral,noon,21-30,Fiji,896445.0,18270.0,49.0,understand french well maybe exaggerated little bit laughing loud want least year ex,"['understand', 'french', 'well', 'maybe', 'exxagerated', 'little', 'bit', 'laughing', 'loud', 'want', 'least', 'year', 'exp']"
980578403b, pea plants!,neutral,night,31-45,Finland,5540720.0,304000.0,18.0,pea plant,"['pea', 'plant']"
de0673a07d,thinks castles are fun,positive,morning,46-60,France,65273511.0,547557.0,119.0,think castle fun,"['think', 'castle', 'fun']"
dc0f5bca14,At anthony`s for prom.,neutral,noon,60-70,Gabon,2225734.0,257670.0,9.0,anthony from,"['anthony', 'prom']"
787df2fd0f,"home! day scale from one to ten is an 8  **** i feel old compare to him, haha so cute.",neutral,night,70-100,Gambia,2416668.0,10120.0,239.0,home day scale one ten feel old compare hata cut,"['home', 'day', 'scale', 'one', 'ten', 'feel', 'old', 'compare', 'haha', 'cute']"
36f885a911,I will move anywhere as long as it has a freaking dishwasher! I despise doing dishes,negative,morning,0-20,Georgia,3989167.0,69490.0,57.0,move anywhere long breaking dishwasher despise dish,"['move', 'anywhere', 'long', 'freaking', 'dishwasher', 'despise', 'dish']"
acf54fad30," Im doing ok.  I have a 15 year old going on 35 that is driving me crazy, but that comes with the territory, I guess.",negative,noon,21-30,Germany,83783942.0,348560.0,240.0,year old going driving crazy come territory guess,"['year', 'old', 'going', 'driving', 'crazy', 'come', 'territory', 'guess']"
8b0054a807,Poor Kella is on meds now for an ear infection; she lost her food all over  twice at the doc`s,negative,night,31-45,Ghana,31072940.0,227540.0,137.0,poor well med ear infection lost food twice do,"['poor', 'kella', 'med', 'ear', 'infection', 'lost', 'food', 'twice', 'doc']"
4bc7d627ad," Yes, have to be right for church",positive,morning,0-20,Afghanistan,38928346.0,652860.0,60.0,yes right church,"['yes', 'right', 'church']"
6bdd5e9d7e,Trying to find someone to go to the mall with.,neutral,noon,21-30,Albania,2877797.0,27400.0,105.0,trying find someone mall,"['trying', 'find', 'someone', 'mall']"
af706b4c58,Dhellohannah5 can you please follow me  i need more followers haha,neutral,night,31-45,Algeria,43851044.0,2381740.0,18.0,dhellohannah please follow need follower hata,"['dhellohannah', 'please', 'follow', 'need', 'follower', 'haha']"
4987043fd4,hm...still workin on my contract.hmm...i`m feelin awful..,negative,morning,46-60,Andorra,77265.0,470.0,164.0,still working contracthmmim feeling awful,"['hmstill', 'workin', 'contracthmmim', 'feelin', 'awful']"
e7f2b44a1f,I totally forgot my phone at home this morning,negative,noon,60-70,Angola,32866272.0,1246700.0,26.0,totally forgot phone home morning,"['totally', 'forgot', 'phone', 'home', 'morning']"
cc53e85d21, Proud 17-year-old here that loves The Carpenters!!!,positive,night,70-100,Antigua and Barbuda,97929.0,440.0,223.0,proud yearly love carpenter,"['proud', 'yearold', 'love', 'carpenter']"
9508bfc99f,feels sick to my stomach and idkk whyy,negative,morning,0-20,Argentina,45195774.0,2736690.0,17.0,feel sick stomach idea why,"['feel', 'sick', 'stomach', 'idkk', 'whyy']"
3ba9e80d1d,Off to work I go,neutral,noon,21-30,Armenia,2963243.0,28470.0,104.0,work,['work']
300c739684, so cute you twitting in potuguese!,positive,night,31-45,Australia,25499884.0,7682300.0,3.0,cut twisting portuguese,"['cute', 'twitting', 'potuguese']"
e056f0a268," Hey bud, we just shot you an email",neutral,morning,46-60,Austria,9006398.0,82400.0,109.0,hey bud shot email,"['hey', 'bud', 'shot', 'email']"
a050668b78," good. yeah i am fine thanks. just dreading history tomorrow, not in the mood for hyperactive 20 year olds lmao",neutral,noon,60-70,Azerbaijan,10139177.0,82658.0,123.0,good yeah fine thanks dreading history tomorrow mood hyperactive year old laugh,"['good', 'yeah', 'fine', 'thanks', 'dreading', 'history', 'tomorrow', 'mood', 'hyperactive', 'year', 'old', 'laugh']"
887e90ff88, ew.  sorry zach,negative,night,70-100,Bahamas,393244.0,10010.0,39.0,sorry each,"['sorry', 'zach']"
047abbd04e,I know. Im just kidding,neutral,morning,0-20,Bahrain,1701575.0,760.0,2239.0,know bidding,"['know', 'kidding']"
b6d5af9406, http://twitpic.com/4jber - aww .... then we wonder why they hate us later..... lol!!,negative,noon,21-30,Bangladesh,164689383.0,130170.0,1265.0,www wonder hate later laughing loud,"['aww', 'wonder', 'hate', 'later', 'laughing', 'loud']"
fd34ad6207,round 2,neutral,night,31-45,Barbados,287375.0,430.0,668.0,round,['round']
278c0dceeb,i hate it when my bff is groundedd  boooooooooo,negative,morning,46-60,Belarus,9449323.0,202910.0,47.0,hate best friend forever grounded boooooooooo,"['hate', 'best', 'friend', 'forever', 'groundedd', 'boooooooooo']"
b6f66e0621," The Star Trek in IMAX wasn`t in 3D, but it was huge on the screen.  Still worth watching.",positive,noon,60-70,Belgium,11589623.0,30280.0,383.0,star tree max huge screen still worth watching,"['star', 'trek', 'imax', 'huge', 'screen', 'still', 'worth', 'watching']"
1853fae31c, Tis me SharonP...,neutral,night,70-100,Belize,397628.0,22810.0,17.0,sharp,['sharonp']
87c799a397,getting ready to see my cousins graduate.  gonna miss em.,negative,morning,0-20,Benin,12123200.0,112760.0,108.0,getting ready see cousin graduate going miss,"['getting', 'ready', 'see', 'cousin', 'graduate', 'going', 'miss']"
4bc4d97503, **** i shouldnt have left!,negative,noon,21-30,Bhutan,771608.0,38100.0,20.0,left,['left']
d11816c1c7,is missing the fun she had with _Army at Eclipse 3  #SArmy #SArmy #SArmy,neutral,night,31-45,Bolivia,11673021.0,1083300.0,11.0,missing fun army ellipse army army army,"['missing', 'fun', 'army', 'eclipse', 'sarmy', 'sarmy', 'sarmy']"
0fe8023456,_law_rence &  WHY?! my head feels like the surface of the sun  underneath a beaver pelt.,negative,morning,46-60,Bosnia and Herzegovina,3280819.0,51000.0,64.0,lawrence head feel like surface sun underneath beaver pelt,"['lawrence', 'head', 'feel', 'like', 'surface', 'sun', 'underneath', 'beaver', 'pelt']"
a9b19af9ee,LOVED 'Drag Me To Hell' and 'Up'...yeah my Spend the Day Studying plan didn`t happen,neutral,noon,60-70,Botswana,2351627.0,566730.0,4.0,loved drag hell yeah spend day studying plan happen,"['loved', 'drag', 'hell', 'upyeah', 'spend', 'day', 'studying', 'plan', 'happen']"
6d65d9dc54,http://tinyurl.com/c8nlzh - forgot how much I like this song,neutral,night,70-100,Brazil,212559417.0,8358140.0,25.0,forgot much like song,"['forgot', 'much', 'like', 'song']"
5f91766356, aww... me too,neutral,morning,0-20,Brunei,437479.0,5270.0,83.0,www,['aww']
62c9a90f1d,Having a cup of tea,neutral,noon,21-30,Bulgaria,6948445.0,108560.0,64.0,cup tea,"['cup', 'tea']"
2d5b920414, I`ll have to wait for the YouTube links,neutral,night,31-45,Burkina Faso,20903273.0,273600.0,76.0,ill wait couture link,"['ill', 'wait', 'youtube', 'link']"
b96b9ecc3c,"Finished watching Episode 4&5 of Ruby Metaprogramming Screencasts. Lots of cool tips, great! But need to more coding practices to master.",positive,morning,46-60,Burundi,11890784.0,25680.0,463.0,finished watching episode ruby metaprogramming screencasts lot cool tip great need coming practice master,"['finished', 'watching', 'episode', 'ruby', 'metaprogramming', 'screencasts', 'lot', 'cool', 'tip', 'great', 'need', 'coding', 'practice', 'master']"
a0e8168015,"Going to twitter in english, for my foreign followers",neutral,noon,60-70,Côte d'Ivoire,26378274.0,318000.0,83.0,going twitter english foreign follower,"['going', 'twitter', 'english', 'foreign', 'follower']"
4f9ee6208c,_city tell brandon I said hi!!,neutral,night,70-100,Cabo Verde,555987.0,4030.0,138.0,city tell brandon said,"['city', 'tell', 'brandon', 'said']"
e5339e66dc," I love the site what a hoot, really enjoy the hair cuts in Thailand, always try to time ir just right, thanks for the tip",positive,morning,0-20,Cambodia,16718965.0,176520.0,95.0,love site foot really enjoy hair cut thailand always try tear eye right thanks tip,"['love', 'site', 'hoot', 'really', 'enjoy', 'hair', 'cut', 'thailand', 'always', 'try', 'tear', 'eye', 'right', 'thanks', 'tip']"
7811012154,Not made it to work  couldn`t get up feelin blurgh,negative,noon,21-30,Cameroon,26545863.0,472710.0,56.0,made work could get feeling bluish,"['made', 'work', 'could', 'get', 'feelin', 'blurgh']"
2d361cdd4d, I have it.  Hehehehe u want the torrent?,neutral,night,31-45,Canada,37742154.0,9093510.0,4.0,hehehehe want torrent,"['hehehehe', 'want', 'torrent']"
eeb047e369,On way back home after a crazy night on the coast,neutral,morning,46-60,Central African Republic,4829767.0,622980.0,8.0,way back home crazy night coast,"['way', 'back', 'home', 'crazy', 'night', 'coast']"
f7378bc34c,My throat hurts and I can`t sleep.,negative,noon,60-70,Chad,16425864.0,1259200.0,13.0,throat hurt sleep,"['throat', 'hurt', 'sleep']"
d682402e60,"Wow, Hugh Jackman TOTALLY bulked up for Wolverine. So so movie...but helloooo nurse! He`s dreeaamy  Yup, my crushed spirit is on the mend.",neutral,night,70-100,Chile,19116201.0,743532.0,26.0,now hugh jackson totally balked wolverine moviebut helloooo nurse he dreamy up crushed spirit mend,"['wow', 'hugh', 'jackman', 'totally', 'bulked', 'wolverine', 'moviebut', 'helloooo', 'nurse', 'he', 'dreeaamy', 'yup', 'crushed', 'spirit', 'mend']"
2983528f77,_amr i`m here  haha,neutral,morning,0-20,China,1439323776.0,9388211.0,153.0,am hata,"['amr', 'haha']"
4bb00e884a,im depressed on this pretty day  Everyone either is doing something or CAN`T...bleh -.-,negative,noon,21-30,Colombia,50882891.0,1109500.0,46.0,depressed pretty day everyone either something cantbleh,"['depressed', 'pretty', 'day', 'everyone', 'either', 'something', 'cantbleh']"
4e4e9c3802,The rain outside motivates me to sleep.,positive,night,31-45,Comoros,869601.0,1861.0,467.0,rain outside motivate sleep,"['rain', 'outside', 'motivates', 'sleep']"
fc6128f4e5,"ok i just spent like Ã¯Â¿Â½50 on soundtracks, a galaxy class starship and EVE online. sigh",neutral,morning,46-60,Congo (Congo-Brazzaville),5518087.0,342000.0,16.0,spent like soundtrack galaxy class warship eve online sigh,"['spent', 'like', 'soundtrack', 'galaxy', 'class', 'starship', 'eve', 'online', 'sigh']"
bed26c1d7f, HEY BUCK!!!!  love u loads!! LOVE 'WHAT THE BUCK?!',positive,noon,60-70,Costa Rica,5094118.0,51060.0,100.0,hey buck love load love buck,"['hey', 'buck', 'love', 'load', 'love', 'buck']"
b6262b919a,"Wow, my bed is SO comfy & my nap has been much too short. Getting up for work = do not want.",neutral,night,70-100,Croatia,4105267.0,55960.0,73.0,now bed come nap much short getting work want,"['wow', 'bed', 'comfy', 'nap', 'much', 'short', 'getting', 'work', 'want']"
61eae11e5e,..exams.  haha just remembrd the china buffet king yesterday. vair amusing ....,positive,morning,0-20,Cuba,11326616.0,106440.0,106.0,exam hata remember china buffets king yesterday hair amusing,"['exam', 'haha', 'remembrd', 'china', 'buffet', 'king', 'yesterday', 'vair', 'amusing']"
536116702e,"hmmm dollhouse sounds pretty good, http://bit.ly/z3aZv  i think ima download it and try watching it",positive,noon,21-30,Cyprus,1207359.0,9240.0,131.0,mmm dollhouse sound pretty good think download try watching,"['hmmm', 'dollhouse', 'sound', 'pretty', 'good', 'think', 'download', 'try', 'watching']"
1ee5496252, and if i lived in usa i would gotto 2 go to  106 park ma aunty lives in NYC the bronx GRRR,neutral,night,31-45,Czechia (Czech Republic),10708981.0,77240.0,139.0,lived us would motto park aunt life new york city bone rrrr,"['lived', 'usa', 'would', 'gotto', 'park', 'aunty', 'life', 'new', 'york', 'city', 'bronx', 'grrr']"
baeb21b26f,"**** these nig*s is all on me, but they won`t get this...'Not without a check!' LMFAO",negative,morning,46-60,Democratic Republic of the Congo,89561403.0,2267050.0,40.0,figs get thisnot without check laugh fucking as,"['nigs', 'get', 'thisnot', 'without', 'check', 'laugh', 'fucking', 'as']"
d8f4aefacc,SFTW & pot of tea,neutral,noon,60-70,Denmark,5792202.0,42430.0,137.0,saw pot tea,"['sftw', 'pot', 'tea']"
1f7717fc7a,thanks do the invite though,positive,night,70-100,Djibouti,988000.0,23180.0,43.0,thanks invite though,"['thanks', 'invite', 'though']"
70932f6376, YOU LOOKED ABSOLUTELY BEAUTIFUL AND ELEGANT.,positive,morning,0-20,Dominica,71986.0,750.0,96.0,looked absolutely beautiful elegant,"['looked', 'absolutely', 'beautiful', 'elegant']"
eba3cee9be,"_Brown Thank you so much Natalie, hope u are well",positive,noon,21-30,Dominican Republic,10847910.0,48300.0,225.0,brown thank much natalie hope well,"['brown', 'thank', 'much', 'natalie', 'hope', 'well']"
a5e47d75c0," Please send me those youtube links, Erin watched most of them but I was cooking and didn`t get to see the cowboys",negative,night,31-45,Ecuador,17643054.0,248360.0,71.0,please send couture link erie watched cooking get see cowboy,"['please', 'send', 'youtube', 'link', 'erin', 'watched', 'cooking', 'get', 'see', 'cowboy']"
10b36df3e0," That didn`t work, unfortunately.",negative,morning,46-60,Egypt,102334404.0,995450.0,103.0,work unfortunately,"['work', 'unfortunately']"
c027e514d7,Early morning walkies really aren`t my thing... at least it`s vaguely warm,neutral,noon,60-70,El Salvador,6486205.0,20720.0,313.0,early morning walked really thing least vaguely warm,"['early', 'morning', 'walkies', 'really', 'thing', 'least', 'vaguely', 'warm']"
3dbb8c1489,get it right! I think I am obsessed with Hydes` voice @_@  I`ve chosen a guitar song to learn for the summer! Time to perfect picking!,positive,night,70-100,Equatorial Guinea,1402985.0,28050.0,50.0,get right think obsessed hides voice chosen guitar song learn summer tear eye perfect picking,"['get', 'right', 'think', 'obsessed', 'hydes', 'voice', 'chosen', 'guitar', 'song', 'learn', 'summer', 'tear', 'eye', 'perfect', 'picking']"
b8c518e02d, Good prices for bulk SMS and Premium SMS too  http://promotion.itagg.com,positive,morning,0-20,Eritrea,3546421.0,101000.0,35.0,good price bulk s premium s,"['good', 'price', 'bulk', 'sm', 'premium', 'sm']"
eeff416e05,is heading in to London to meet with  and  let us know if you`re about  still not sure what time we`re meeting.....,neutral,noon,21-30,Estonia,1326535.0,42390.0,31.0,heading london meet let know still sure tear eye meeting,"['heading', 'london', 'meet', 'let', 'know', 'still', 'sure', 'tear', 'eye', 'meeting']"
a267dfc19a," Actually, the post shows they know what happens when you overflow...",neutral,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164.0,17200.0,67.0,actually post show know happens overflow,"['actually', 'post', 'show', 'know', 'happens', 'overflow']"
3d1d381278,What`s worse than a fever and sore throat? Cancelling a trip to see your little bro because of a fever and sore throat.,negative,morning,46-60,Ethiopia,114963588.0,1000000.0,115.0,worse fever sore throat concealing trip see little brow fever sore throat,"['worse', 'fever', 'sore', 'throat', 'cancelling', 'trip', 'see', 'little', 'bro', 'fever', 'sore', 'throat']"
8d36ad290b, The Case of the Gigolo`s Picolo?,neutral,noon,60-70,Fiji,896445.0,18270.0,49.0,case gigolo picolo,"['case', 'gigolo', 'picolo']"
bf6727bf27,_92 yeah im okayy lots been happening while you not been here !! anyone special at the moment ? ****,neutral,night,70-100,Finland,5540720.0,304000.0,18.0,yeah okay lot happening anyone special moment,"['yeah', 'okayy', 'lot', 'happening', 'anyone', 'special', 'moment']"
3864a39777,reconnecting with amadeus and friends,neutral,morning,0-20,France,65273511.0,547557.0,119.0,connecting amateur friend,"['reconnecting', 'amadeus', 'friend']"
e84aa8b193,Yea!  Headed home to change and head over to Pelham.  Sad thought... suposed to be heading over there for the NKOTB concert...,negative,noon,21-30,Gabon,2225734.0,257670.0,9.0,yea headed home change head pelham sad thought supposed heading not concert,"['yea', 'headed', 'home', 'change', 'head', 'pelham', 'sad', 'thought', 'suposed', 'heading', 'nkotb', 'concert']"
defc8b34af," black is good... tight, or should I say too tight, not so good.",neutral,night,31-45,Gambia,2416668.0,10120.0,239.0,black good tight say tight good,"['black', 'good', 'tight', 'say', 'tight', 'good']"
4e43ad756c, Aw it says the pic doesn`t exist anymore,negative,morning,46-60,Georgia,3989167.0,69490.0,57.0,say pick exist anymore,"['say', 'pic', 'exist', 'anymore']"
0f22984306,"Today, i did`t have lunch, cuz wel i embarrass my self with all 'school'  ok, FINAL TESTS and FINAL YEAR aaaaa! thanx God 4 That friends!",negative,noon,60-70,Germany,83783942.0,348560.0,240.0,today did lunch cut we embarrassed self school final test final year aaaaa than god friend,"['today', 'didt', 'lunch', 'cuz', 'wel', 'embarrass', 'self', 'school', 'final', 'test', 'final', 'year', 'aaaaa', 'thanx', 'god', 'friend']"
ee9eaed59b,is eating chocolate ready break,neutral,night,70-100,Ghana,31072940.0,227540.0,137.0,eating chocolate ready break,"['eating', 'chocolate', 'ready', 'break']"
6dc625db0d,my newsreader is filling up with blogs  yay! keep pm`ing me your blog sites. I love reading them!,positive,morning,0-20,Greece,10423054.0,128900.0,81.0,newsreader filling blow may keep being blow site love reading,"['newsreader', 'filling', 'blog', 'yay', 'keep', 'pming', 'blog', 'site', 'love', 'reading']"
671f6900a9,testing out ymtumbkr on my iphone  http://tumblr.com/xiy1qycvc,neutral,noon,21-30,Grenada,112523.0,340.0,331.0,testing ymtumbkr phone,"['testing', 'ymtumbkr', 'iphone']"
0e0424c9bd,home alone and no one left me any gummy bears,negative,night,31-45,Guatemala,17915568.0,107160.0,167.0,home alone one left gumma bear,"['home', 'alone', 'one', 'left', 'gummy', 'bear']"
e6c2edcb0b,back from melly`s party... i had fun...  i`m sleepy now...,positive,morning,46-60,Guinea,13132795.0,246000.0,53.0,back cells party fun sleepy,"['back', 'mellys', 'party', 'fun', 'sleepy']"
9b210c4a6f, Haha...YAY!!! I`M CURED!!!!,positive,noon,60-70,Guinea-Bissau,1968001.0,28120.0,70.0,hahayay cured,"['hahayay', 'cured']"
4d461bba2e,I guess she`s not the type of songwriter who dreams the great ones.,neutral,night,70-100,Guyana,786552.0,196850.0,4.0,guess type songwriter dream great one,"['guess', 'type', 'songwriter', 'dream', 'great', 'one']"
b733d36b6e, I know...  it`s already been two weeks!,neutral,morning,0-20,Haiti,11402528.0,27560.0,414.0,know already two week,"['know', 'already', 'two', 'week']"
68c674acdb,"Sick, sick, sick. This sucks. i can`t even breathe properly",negative,noon,21-30,Holy See,801.0,0.0,2003.0,sick sick sick suck even breathe properly,"['sick', 'sick', 'sick', 'suck', 'even', 'breathe', 'properly']"
6cadda7b98,Adding names to my Twitter account and learning how to use this amazing thing!,positive,night,31-45,Honduras,9904607.0,111890.0,89.0,adding name twitter account learning use amazing thing,"['adding', 'name', 'twitter', 'account', 'learning', 'use', 'amazing', 'thing']"
79a28b1ac7, ooh thats an early start  ive got bed planned for that time..ha..LoveYouJonesy ****,positive,morning,46-60,Hungary,9660351.0,90530.0,107.0,ooh early start got bed planned timehaloveyoujonesy,"['ooh', 'early', 'start', 'got', 'bed', 'planned', 'timehaloveyoujonesy']"
92d94fa045," It`s allright pastor, jiayou for the book!!",neutral,noon,60-70,Iceland,341243.0,100250.0,3.0,alright pastor jiayou book,"['allright', 'pastor', 'jiayou', 'book']"
05a1b09ce9,Booo my best friend is leavin for the weekend. What ever will I do without her??,negative,night,70-100,India,1380004385.0,2973190.0,464.0,book best friend leaving weekend ever without,"['booo', 'best', 'friend', 'leavin', 'weekend', 'ever', 'without']"
e6b01d5777,OH MY GOD! OH MY GOD! OH MY GOD! New SUPERNATURAL starts tonight!  New Sam and Dean! Oh My god! can`t breathe!  <3 <3,positive,morning,0-20,Indonesia,273523615.0,1811570.0,151.0,god god god new supernatural start tonight new sam dean god breathe,"['god', 'god', 'god', 'new', 'supernatural', 'start', 'tonight', 'new', 'sam', 'dean', 'god', 'breathe']"
2c4b87059b,is never around for the sl100 quiz   I want water park tickets waaaa,neutral,noon,21-30,Iran,83992949.0,1630000.0,52.0,never around quit want water park ticket waaaa,"['never', 'around', 'quiz', 'want', 'water', 'park', 'ticket', 'waaaa']"
8c5e613c41," Hey, did his wife die? I am really confused. I hadn`t been on his MySpace in a little while, but I just read his Twit.",negative,night,31-45,Iraq,40222493.0,434320.0,93.0,hey wife die really confused space little read wit,"['hey', 'wife', 'die', 'really', 'confused', 'myspace', 'little', 'read', 'twit']"
6c31bc1182,i am kind of excited to go to school today. i dont know why. hopefully it will be a good day,positive,morning,46-60,Ireland,4937786.0,68890.0,72.0,kind excited school today know hopefully good day,"['kind', 'excited', 'school', 'today', 'know', 'hopefully', 'good', 'day']"
5f4e052208, Doing a Rainbow and Unicorn film then?  #48hours,neutral,noon,60-70,Israel,8655535.0,21640.0,400.0,rainbow unicorn film hour,"['rainbow', 'unicorn', 'film', 'hour']"
8485d5828e,i keep reading contracts as cataracts... Someone should bring me panera,neutral,night,70-100,Italy,60461826.0,294140.0,206.0,keep reading contract attract someone bring paper,"['keep', 'reading', 'contract', 'cataract', 'someone', 'bring', 'panera']"
3735770b07,Guess who has internet at her house? *raises hand* And it`s not dial up.,neutral,morning,0-20,Jamaica,2961167.0,10830.0,273.0,guess internet house raise hand dial,"['guess', 'internet', 'house', 'raise', 'hand', 'dial']"
4c395ff61b,"My friend ..has cancelled on me for tomorrow, Now i have nothing to do...this makes me sad...  xxxxxx",negative,noon,21-30,Japan,126476461.0,364555.0,347.0,friend canceled tomorrow nothing this make sad xxxix,"['friend', 'cancelled', 'tomorrow', 'nothing', 'dothis', 'make', 'sad', 'xxxxxx']"
cb673d84af,UGH BUT I N33D T0G0 BAD..,negative,night,31-45,Jordan,10203134.0,88780.0,115.0,ugh bad,"['ugh', 'bad']"
4ad37ac5b7, Are y`all coming out today??? We could go to the graveyard!!  HOORAYY!!!!!,positive,morning,46-60,Kazakhstan,18776707.0,2699700.0,7.0,coming today could graveyard hoorayy,"['coming', 'today', 'could', 'graveyard', 'hoorayy']"
929b5c888c,my hair won`t turn whiiite,neutral,noon,60-70,Kenya,53771296.0,569140.0,94.0,hair turn white,"['hair', 'turn', 'whiiite']"
